label,count,category,method,confidence,details
specific-host,15,Biospecimen Organism,keyword,MEDIUM,keyword: host
genotype/varation,14,Biospecimen Organism,similarity,MEDIUM,Similar to: mouse genotype/variation (score: 0.829)
host age,12,Biospecimen Organism,keyword,MEDIUM,keyword: host
mouse status,12,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
mouse stain,12,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
species,11,Biospecimen Organism,keyword,HIGH,exact_match: species
graft recipient strain,10,Biospecimen Organism,keyword,HIGH,exact_match: strain
malaria status,10,Biospecimen Organism,similarity,MEDIUM,Similar to: malaria strain (score: 0.786)
bacteria,10,Biospecimen Organism,llm,HIGH,Refers to a type of living biological system
host mouse strain,9,Biospecimen Organism,keyword,HIGH,exact_match: strain
original strain,8,Biospecimen Organism,keyword,HIGH,exact_match: strain
ps status,8,Biospecimen Organism,similarity,MEDIUM,Similar to: mouse status (score: 0.762)
infectious strain,7,Biospecimen Organism,keyword,HIGH,exact_match: strain
Species,7,Biospecimen Organism,keyword,HIGH,exact_match: species
host tissue,7,Biospecimen Organism,keyword,MEDIUM,keyword: host
virus family,7,Biospecimen Organism,llm,HIGH,"A virus family is a classification of viruses, which could be considered a type of biospecimen organism."
virus genus,7,Biospecimen Organism,llm,HIGH,Virus genus is a characteristic of the organism
strain recipient,6,Biospecimen Organism,keyword,HIGH,exact_match: strain
cell strain,6,Biospecimen Organism,keyword,HIGH,exact_match: strain
Cell strain,6,Biospecimen Organism,keyword,HIGH,exact_match: strain
mouse cell genotype/variation,6,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
human cell genotype/variation,6,Biospecimen Organism,keyword,MEDIUM,keyword: human
human tumor cell line,6,Biospecimen Organism,keyword,MEDIUM,keyword: human
strain_recipient,6,Biospecimen Organism,keyword,LOW,pattern: .*strain.*
stain,6,Biospecimen Organism,similarity,HIGH,Similar to: strain (score: 0.909)
genotype of founder fish,6,Biospecimen Organism,llm,HIGH,Provides information about the genetic makeup of the organism
mice,6,Biospecimen Organism,llm,HIGH,Specifies the type of organism
infrequent clonal strain code,4,Biospecimen Organism,keyword,HIGH,exact_match: strain
host mouse_tissue,4,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
mouse genotype,4,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
background mice,4,Biospecimen Organism,similarity,MEDIUM,Similar to: background strain (score: 0.750)
mouse tissue,3,Biospecimen Organism,keyword,MEDIUM,keyword: mouse
host cells,3,Biospecimen Organism,keyword,MEDIUM,keyword: host
bacteria strain,3,Biospecimen Organism,keyword,HIGH,exact_match: strain
life form,2,Biospecimen Organism,llm,MEDIUM,"This label could refer to the organism from which the biospecimen was derived, but it is not a very specific or common term in this context."
mammalian host,1,Biospecimen Organism,keyword,MEDIUM,keyword: host
hot,1,Biospecimen Organism,similarity,MEDIUM,Similar to: host (score: 0.857)
ethnicity,10118,Biospecimen Race,keyword,HIGH,exact_match: ethnicity
race,7888,Biospecimen Race,keyword,HIGH,exact_match: race
Race,638,Biospecimen Race,keyword,HIGH,exact_match: race
Ethnicity,547,Biospecimen Race,keyword,HIGH,exact_match: ethnicity
self_reported_race,195,Biospecimen Race,keyword,LOW,pattern: .*race.*
ancestry,168,Biospecimen Race,llm,HIGH,"Ancestry is related to the race or ethnicity of the donor, which is a characteristic of the biospecimen."
race/ethnicity,105,Biospecimen Race,keyword,MEDIUM,keyword: ethnicity
ethnic group,46,Biospecimen Race,keyword,LOW,pattern: .*ethnic.*
Ethnic group,28,Biospecimen Race,keyword,LOW,pattern: .*ethnic.*
race_ethnicity,22,Biospecimen Race,keyword,MEDIUM,keyword: ethnicity
gender,53178,Biospecimen Sex,keyword,HIGH,exact_match: gender
Sex,47903,Biospecimen Sex,keyword,HIGH,exact_match: sex
sex,1601,Biospecimen Sex,keyword,HIGH,exact_match: sex
Gender,1172,Biospecimen Sex,keyword,HIGH,exact_match: gender
animal sex,320,Biospecimen Sex,keyword,HIGH,exact_match: sex
fetal sex,179,Biospecimen Sex,keyword,HIGH,exact_match: sex
biological sex,127,Biospecimen Sex,keyword,HIGH,exact_match: sex
biologics,120,Biospecimen Sex,similarity,MEDIUM,Similar to: biological sex (score: 0.783)
female,104,Biospecimen Sex,keyword,HIGH,exact_match: female
SEX,60,Biospecimen Sex,keyword,HIGH,exact_match: sex
nulliparous,38,Biospecimen Sex,llm,HIGH,"Nulliparous refers to a woman who has never given birth, which is a characteristic of the donor's sex."
gene,33,Biospecimen Sex,similarity,MEDIUM,Similar to: gender (score: 0.800)
gender source,26,Biospecimen Sex,keyword,HIGH,exact_match: gender
sex predicted,23,Biospecimen Sex,keyword,HIGH,exact_match: sex
InfantSex,20,Biospecimen Sex,keyword,LOW,pattern: .*sex.*
gender composition,15,Biospecimen Sex,keyword,HIGH,exact_match: gender
placental sex,13,Biospecimen Sex,keyword,HIGH,exact_match: sex
biological source,12,Biospecimen Sex,similarity,MEDIUM,Similar to: biological sex (score: 0.839)
Sex of recipient mice,6,Biospecimen Sex,keyword,HIGH,exact_match: sex
source gender,6,Biospecimen Sex,keyword,HIGH,exact_match: gender
tissue,157196,Biospecimen Type,keyword,HIGH,exact_match: tissue
cell type,97260,Biospecimen Type,keyword,HIGH,exact_match: cell
cell line,40278,Biospecimen Type,keyword,HIGH,exact_match: cell
chip antibody,5153,Biospecimen Type,llm,HIGH,"The term 'chip antibody' likely refers to a specific type of antibody used in a microarray chip experiment, which is a type of biospecimen."
antibody,4446,Biospecimen Type,llm,HIGH,"An antibody is a type of biospecimen, specifically a protein used in various biological assays."
tissue type,3471,Biospecimen Type,keyword,HIGH,exact_match: tissue
molecule subtype,2882,Biospecimen Type,llm,HIGH,"A molecule subtype is a specific type of biospecimen, referring to a particular category of molecules."
stimulation,2378,Biospecimen Type,similarity,MEDIUM,Similar to: cell stimulation (score: 0.815)
celltype,2035,Biospecimen Type,keyword,HIGH,exact_match: celltype
phenotype,1959,Biospecimen Type,similarity,MEDIUM,Similar to: cell phenotype (score: 0.783)
tissue anatomic site,1936,Biospecimen Type,keyword,HIGH,exact_match: tissue
type,1856,Biospecimen Type,llm,HIGH,"Type is a general term that can refer to the type of biospecimen, such as tissue or cell type."
cell description,1693,Biospecimen Type,keyword,HIGH,exact_match: cell
cell sex,1656,Biospecimen Type,keyword,HIGH,exact_match: cell
molecule type,1618,Biospecimen Type,llm,HIGH,"Molecule type refers to the type of molecules present in the biospecimen, such as DNA or protein."
library type,1600,Biospecimen Type,llm,HIGH,"Library type refers to the type of biospecimen library, such as a DNA or RNA library."
cell,1531,Biospecimen Type,keyword,HIGH,exact_match: cell
molecule,1522,Biospecimen Type,llm,HIGH,Molecule is a type of biospecimen
well,1500,Biospecimen Type,similarity,MEDIUM,Similar to: cell (score: 0.750)
Tissue,1499,Biospecimen Type,keyword,HIGH,exact_match: tissue
tissue source,1209,Biospecimen Type,keyword,HIGH,exact_match: tissue
tissue/cell type,1069,Biospecimen Type,keyword,LOW,pattern: .*tissue.*
isolate,1067,Biospecimen Type,llm,HIGH,"Isolate refers to a type of biospecimen, often a microorganism isolated from a sample."
material,1047,Biospecimen Type,llm,HIGH,"Material refers to the type of biospecimen, such as tissue, blood, or cells."
cell subtype,1002,Biospecimen Type,keyword,HIGH,exact_match: cell
parity,998,Biospecimen Type,llm,HIGH,"Parity is a characteristic of a biological sample, specifically related to the number of times a woman has given birth, which can be considered a type of biospecimen characteristic."
country of serum collection,911,Biospecimen Type,keyword,HIGH,exact_match: serum
organ failure,910,Biospecimen Type,keyword,HIGH,exact_match: organ
cell_type,875,Biospecimen Type,keyword,LOW,pattern: .*cell.*
cell subset,806,Biospecimen Type,keyword,HIGH,exact_match: cell
tissue preparation,779,Biospecimen Type,keyword,HIGH,exact_match: tissue
morphology,764,Biospecimen Type,similarity,MEDIUM,Similar to: cell morphology (score: 0.800)
tissue of origin,744,Biospecimen Type,keyword,HIGH,exact_match: tissue
background,730,Biospecimen Type,llm,MEDIUM,Background could refer to the type of sample or cell line used as a control
cell karyotype,726,Biospecimen Type,keyword,HIGH,exact_match: cell
case number,726,Biospecimen Type,similarity,MEDIUM,Similar to: cell number (score: 0.818)
cell lineage,713,Biospecimen Type,keyword,HIGH,exact_match: cell
genetic background,683,Biospecimen Type,llm,HIGH,Genetic background refers to the genetic makeup of an organism or cell line
tissue_type,661,Biospecimen Type,keyword,LOW,pattern: .*tissue.*
flowcell,640,Biospecimen Type,keyword,LOW,pattern: .*cell.*
transduction,629,Biospecimen Type,similarity,MEDIUM,Similar to: cell transduction (score: 0.828)
epithelial,618,Biospecimen Type,llm,HIGH,Refers to a type of tissue or cell
sorted cells,546,Biospecimen Type,keyword,LOW,pattern: .*cell.*
cell population,505,Biospecimen Type,keyword,HIGH,exact_match: cell
organ/tissue,503,Biospecimen Type,keyword,LOW,pattern: .*tissue.*
predicted celltype,500,Biospecimen Type,keyword,HIGH,exact_match: celltype
predicted parent celltype,500,Biospecimen Type,keyword,HIGH,exact_match: celltype
timepoint biopsy,500,Biospecimen Type,keyword,MEDIUM,keyword: biopsy
lymphocyte_percent,500,Biospecimen Type,keyword,MEDIUM,keyword: lymphocyte
lymphocyte_absolute,500,Biospecimen Type,keyword,MEDIUM,keyword: lymphocyte
monocyte_percent,500,Biospecimen Type,keyword,MEDIUM,keyword: monocyte
monocyte_absolute,500,Biospecimen Type,keyword,MEDIUM,keyword: monocyte
cell projection,500,Biospecimen Type,keyword,HIGH,exact_match: cell
cell line code,500,Biospecimen Type,keyword,HIGH,exact_match: cell
white_blood_cell_count,500,Biospecimen Type,keyword,LOW,pattern: .*cell.*
sorted compartment,500,Biospecimen Type,similarity,MEDIUM,Similar to: tissue compartment (score: 0.778)
culture_result,500,Biospecimen Type,llm,MEDIUM,"Culture result could refer to the type of biospecimen obtained from a culture, such as a cell line or microorganism."
smear_results,500,Biospecimen Type,llm,MEDIUM,"Smear results could refer to the type of biospecimen obtained from a smear, such as a blood smear or tissue smear."
full_genotype,500,Biospecimen Type,llm,HIGH,"Genotype is a characteristic of a biospecimen, specifically describing its genetic makeup."
hip_circumference,500,Biospecimen Type,llm,MEDIUM,"Hip circumference is a physical characteristic of a biospecimen, specifically describing its size or shape."
waist_circumference,500,Biospecimen Type,llm,LOW,"This label could be related to the type of biospecimen, but it is more likely to be a measurement or characteristic of the donor."
microdissection,500,Biospecimen Type,llm,HIGH,"This label is likely related to the type of biospecimen, as microdissection is a technique used to isolate specific cells or tissues."
assayed molecule,489,Biospecimen Type,llm,HIGH,Type of molecule being analyzed or measured
population,477,Biospecimen Type,similarity,MEDIUM,Similar to: cell population (score: 0.800)
tissue_depot,471,Biospecimen Type,keyword,LOW,pattern: .*tissue.*
red blood cells,460,Biospecimen Type,keyword,HIGH,exact_match: blood
lymphs,460,Biospecimen Type,llm,HIGH,Lymphs is a type of biospecimen
line,459,Biospecimen Type,llm,HIGH,Line could refer to a cell line
white blood cells,458,Biospecimen Type,keyword,HIGH,exact_match: blood
isolation_method,455,Biospecimen Type,llm,HIGH,"Isolation method is a characteristic of the biospecimen type, describing how the sample was obtained."
skin type,452,Biospecimen Type,llm,HIGH,"Skin type is a characteristic of the biospecimen type, describing the type of skin from which the sample was taken."
specimen,434,Biospecimen Type,keyword,MEDIUM,keyword: specimen
library well,412,Biospecimen Type,llm,MEDIUM,Library well refers to a specific type of biospecimen or sample used in experiments.
library plate,412,Biospecimen Type,llm,MEDIUM,Library plate refers to a specific type of biospecimen or sample used in experiments.
platelet,394,Biospecimen Type,llm,HIGH,"Platelet is a type of cellular component, which fits well with the Biospecimen Type category."
